id,symbol,name,categories,circulation_supply,total_supply,market_cap_rank,exchange,target_coin,crypto_pair,in_tv
lorenzo-protocol,bank,Lorenzo Protocol,"['BNB Chain Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Liquid Staking', 'BTCfi']",425250000,425250000,1281,MEXC,tether,BANKUSDT,y
lorenzo-stbtc,stbtc,Lorenzo stBTC,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Liquid Staking Tokens', 'Sui Ecosystem', 'Liquid Staking']",1041.014655607409,1041.014655607409,465,PancakeSwap V3 (BSC),binance-bitcoin,,
loopin-network,loopin,LooPIN Network,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Ethereum Ecosystem', 'DePIN']",30066247.88785944,36190848.46,1372,Raydium (CLMM),wrapped-solana,,
looped-hype,lhype,Looped Hype,"['Liquid Staking', 'HyperEVM Ecosystem']",1322119.944121125,1322119.944121125,1004,HyperSwap V3,wrapped-hype,,
lrt-squared,king,King Protocol,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Restaking']",11196.18984278665,11196.18984278665,1786,UNISWAP3ETH,weth,,
lto-network,lto,LTO Network,"['Smart Contract Platform', 'NFT', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Proof of Stake (PoS)']",437914890.3300573,437932350.3285723,1079,BINANCE,tether,LTOUSDT,y
luckycoin,lky,Luckycoin,"['Smart Contract Platform', 'Layer 1 (L1)', 'Meme', 'Proof of Work (PoW)']",18247901.49441239,18258494.49441239,1524,MEXC,tether,LKYUSDT,y
lukso-token,lyxe,LUKSO [OLD],"['NFT', 'Harmony Ecosystem', 'Ethereum Ecosystem']",15575915.708856644,99999999.63875192,1329,Uniswap v2 (Ethereum),weth,,
lukso-token-2,lyx,LUKSO,"['Smart Contract Platform', 'SocialFi', 'Layer 1 (L1)', 'Decentralized Identifier (DID)', 'Proof of Stake (PoS)', 'Lukso Ecosystem']",30535906.59,42115181.93,985,MEXC,tether,LYXUSDT,y
lumia,lumia,Lumia,"['Smart Contract Platform', 'Layer 2 (L2)', 'Real World Assets (RWA)']",75306824.97,238888888,1047,BINANCE,tether,LUMIAUSDT,y
lumoz,moz,Lumoz,"['Smart Contract Platform', 'Arbitrum Ecosystem', 'Zero Knowledge (ZK)']",1192612986.623115,10000000000,1483,MEXC,tether,MOZUSDT,y
luna-by-virtuals,luna,Luna by Virtuals,"['Solana Ecosystem', 'Meme', 'Base Ecosystem', 'AI Meme', 'Virtuals Protocol Ecosystem', 'Binance Alpha Spotlight']",1000000000,1000000000,1024,BINANCE,tether,LUNAUSDT,y
lux-token,lux,Lux Token,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Pump.fun Ecosystem', 'AI Applications']",994963889.2,994963889.2,1964,Raydium,wrapped-solana,,
m2-global-wealth-limited-mmx,mmx,MMX,"['Solana Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem']",158952255.9,499897237.9,1237,Curve (Ethereum),tether,MMXUSDT,
mad-2,mad,MAD,"['Solana Ecosystem', 'Meme', 'Solana Meme']",9.99942E+11,9.99942E+11,1943,MEXC,tether,MADUSDT,y
mag7-ssi,mag7.ssi,MAG7.ssi,"['Decentralized Finance (DeFi)', 'Analytics', 'DeFi Index', 'Base Ecosystem']",193661802.7322267,193661802.7322267,373,GATEIO,tether,MAG7.SSIUSDT,
maga,trump,MAGA,"['Charity', 'BNB Chain Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'PolitiFi', 'Made in USA']",45019550.127976805,45019550.127976805,1581,BINANCE,tether,TRUMPUSDT,y
magic,magic,Treasure,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Gaming Blockchains', 'Gaming Governance Token', 'Gaming Utility Token']",312713994.2683417,347685919.9711497,603,BINANCE,tether,MAGICUSDT,y
magic-internet-money-runes,mim,MAGIC•INTERNET•MONEY (Bitcoin),"['Solana Ecosystem', 'Meme', 'Bitcoin Ecosystem', 'Runes']",21000000000,21000000000,695,Magic Eden (Runes),bitcoin,,
magic-eden,me,Magic Eden,"['NFT', 'Solana Ecosystem', 'NFT Marketplace', 'Paradigm Portfolio', 'Sequoia Capital Portfolio']",148986279.4,1000000000,347,UPBIT,,,
magic-internet-money,mim,Magic Internet Money (Ethereum),"['Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",55611860.75,174903452.5,658,Sushiswap,weth,,
magnetix,mag,Magnetix,"['Solana Ecosystem', 'Meme', 'Solana Meme']",999998496.1229328,999998496.1229328,1912,Raydium,wrapped-solana,,
maiar-dex,mex,xExchange,"['Decentralized Exchange (DEX)', 'Decentralized Finance (DeFi)', 'MultiversX Ecosystem']",4.18097E+12,8.04592E+12,1778,xExchange,maiar-dex,,
magpie,mgp,Magpie,"['BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Binance Alpha Spotlight']",457103145.1416518,1000000000,1386,PancakeSwap V3 (BSC),wbnb,,
mainframe,mft,Mainframe,"['Ethereum Ecosystem', 'Energi Ecosystem']",9386552598.643353,10000000000,1037,Upbit Indonesia ,bitcoin,,
maker,mkr,Maker,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Paradigm Portfolio', 'Index Coop Defi Index', 'Stablecoin Protocol', 'DragonFly Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Energi Ecosystem', 'Sora Ecosystem', 'GMCI DeFi Index', 'RWA Protocol', 'Index Coop Index', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",834755.7010107675,859718.7483174128,78,BINANCE,tether,MKRUSDT,y
maneki,maneki,MANEKI,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Cat-Themed']",8858716768,8888887547,1245,MEXC,tether,MANEKIUSDT,y
mango-markets,mngo,Mango,"['Decentralized Finance (DeFi)', 'Derivatives', 'Lending/Borrowing Protocols', 'Perpetuals', 'Solana Ecosystem', 'Alleged SEC Securities', 'FTX Holdings', 'Neon Ecosystem']",1117467487.906401,5000000000,1045,KRAKEN,,,
mansory-token,mnsry,Mansory Token,"['Solana Ecosystem', 'Pump.fun Ecosystem']",899993842,899993842,645,Raydium,wrapped-solana,,
mantadao,mnta,MantaDAO,"['Kujira Ecosystem', 'Osmosis Ecosystem', 'Secret Ecosystem']",65000000,100000000,1924,Kujira Fin,usk,,
manta-meth,meth,Manta mETH,"['Liquid Staking Tokens', 'Manta Network Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",4151.255760394972,4151.255760394972,1681,Gull Network,bridged-wrapped-ether-manta-pacific,,
manta-network,manta,Manta Network,"['Smart Contract Platform', 'Polkadot Ecosystem', 'Binance Launchpool', 'Layer 2 (L2)', 'Manta Network Ecosystem', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",412135316.3663657,1000000000,458,BINANCE,tether,MANTAUSDT,y
manchester-city-fan-token,city,Manchester City Fan Token,"['Sports', 'Binance Launchpool', 'Fan Token', 'Chiliz Ecosystem']",8551223,19740000,1579,BINANCE,tether,CITYUSDT,y
mantle,mnt,Mantle,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Mantle Ecosystem', 'DWF Labs Portfolio', 'DragonFly Capital Portfolio', 'GMCI Layer 2 Index', 'GMCI 30 Index', 'GMCI Index', 'World Liberty Financial Portfolio']",3364694383,6219316795,52,MEXC,tether,MNTUSDT,y
mantle-staked-ether,meth,Mantle Staked Ether,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Mantle Ecosystem', 'Liquid Staked ETH', 'Liquid Staking']",354931.1343671256,354931.1343671256,124,BYBIT,tether,METHUSDT,y
mantle-restaked-eth,cmeth,Mantle Restaked ETH,"['Ethereum Ecosystem', 'Mantle Ecosystem', 'Restaking', 'Liquid Restaking Tokens', 'Liquid Restaked ETH']",201165.5094916716,201165.5094916716,185,BYBIT,tether,CMETHUSDT,y
maple,mpl,Maple,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Alameda Research Portfolio', 'Circle Ventures Portfolio', 'RWA Protocol']",1748089.3424412443,10000000,1325,UNISWAP3ETH,weth,,
marcopolo,mapo,MAP Protocol,"['BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",5821255978.267365,9697223991.055454,965,BITHUMB,,,
marblex,mbx,MARBLEX,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Kaia Ecosystem', 'Aptos Ecosystem', 'DWF Labs Portfolio', 'Gaming Blockchains']",207530703.0799672,321406506,777,MEXC,tether,MBXUSDT,y
marinade,mnde,Marinade,"['Solana Ecosystem', 'Liquid Staking Governance Tokens', 'Liquid Staking']",411078027,1000000000,807,HUOBI,tether,MNDEUSDT,y
mantra-dao,om,MANTRA,"['Infrastructure', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Cosmos Ecosystem', 'Layer 1 (L1)', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Base Ecosystem', 'Osmosis Ecosystem', 'Mantra Ecosystem']",958576560.6,1668616898.608684,165,BINANCE,tether,OMUSDT,y
mars-protocol-a7fcbcfb-fd61-4017-92f0-7ee9f9cc6da3,mars,Mars Protocol,['Osmosis Ecosystem'],577616027.2,577958415.7,1756,Osmosis,mars-protocol-a7fcbcfb-fd61-4017-92f0-7ee9f9cc6da3,,
marlin,pond,Marlin,"['Artificial Intelligence (AI)', 'Infrastructure', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Zero Knowledge (ZK)', 'DWF Labs Portfolio', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",8186905416,10000000000,535,BINANCE,tether,PONDUSDT,y
massa,mas,Massa,"['Smart Contract Platform', 'Layer 1 (L1)', 'Massa Ecosystem']",267938968.3450319,1083038244.133698,1786,MEXC,tether,MASUSDT,y
mask-network,mask,Mask Network,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'DWF Labs Portfolio', 'Alameda Research Portfolio', 'Energi Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio']",100000000,100000000,411,BINANCE,tether,MASKUSDT,y
mass-vehicle-ledger,mvl,MVL,"['Internet of Things (IOT)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'DWF Labs Portfolio']",26602958863.10265,27802958863,492,UPBIT,,,
masa-finance,masa,Masa,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']",558800582.0660924,1570142222.488479,1237,MEXC,tether,MASAUSDT,y
matic-network,matic,Polygon,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Harmony Ecosystem', 'Moonriver Ecosystem', 'Moonbeam Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Animoca Brands Portfolio', 'Alleged SEC Securities', 'Binance Launchpad', 'FTX Holdings', 'Coinbase Ventures Portfolio', 'Rollup', 'Proof of Stake (PoS)', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'Energi Ecosystem', 'Sora Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GMCI Layer 2 Index', 'GMCI 30 Index', 'Galaxy Digital Portfolio', 'GMCI Index', 'Coinbase 50 Index']",1725351672.3154042,10000000000,175,KRAKEN,,,
math,math,MATH,"['Software as a service', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio']",183130132.8,200000000,1039,Coinbase Exchange,,,
matr1x,max,Matr1x,"['Gaming (GameFi)', 'NFT', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Shooting Games', 'Gaming Platform', 'Action Games']",130520000,800000000,1831,MEXC,tether,MAXUSDT,y
maverick-protocol,mav,Maverick Protocol,"['BNB Chain Ecosystem', 'Binance Launchpool', 'Ethereum Ecosystem', 'ZkSync Ecosystem', 'Base Ecosystem', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Circle Ventures Portfolio']",596431975.1811638,2000000000,797,BINANCE,tether,MAVUSDT,y
maxi-payfi-strategy-token,mpst,Maxi PayFi Strategy Token,"['Decentralized Finance (DeFi)', 'LP Tokens', 'Solana Ecosystem']",18007972.62,18007972.62,1199,Meteora,usd-coin,MPSTUSDC,
max-2,max,MAX,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Agents', 'Oraichain Ecosystem', 'Pump.fun Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight']",999687195.5,999687195.5,1901,MEXC,tether,MAXUSDT,y
mcdull,mcdull,McDull (Meme),"['Solana Ecosystem', 'Meme', 'Solana Meme']",8.88889E+12,8.88889E+12,774,MEXC,tether,MCDULLUSDT,y
mcdex,mcb,MUX Protocol,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Derivatives', 'Perpetuals', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio', 'DeFiance Capital Portfolio', 'Delphi Ventures Portfolio', 'OKX Ventures Portfolio']",3803143,4803143.548671886,1727,MEXC,tether,MCBUSDT,y
mcoin1,mcoin,MCOIN,[],176999999.4,500000000,1372,MEXC,tether,MCOINUSDT,y
measurable-data-token,mdt,Measurable Data,"['Big Data', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",606319736.1236151,1000000000,1168,BINANCE,tether,MDTUSDT,y
medibloc,med,Medibloc,"['Healthcare', 'Osmosis Ecosystem']",10080089735,10870532647,567,BITHUMB,,,
melania-meme,melania,Melania Meme,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'PolitiFi', 'Made in USA']",395777921.7,999998437.6,338,MEXC,tether,MELANIAUSDT,y
meeds-dao,meed,Meeds DAO,"['Polygon Ecosystem', 'Ethereum Ecosystem', 'Quest-to-Earn']",20452572.04166666,21412461.84166667,1686,Tokpie,ethereum,,
melon,mln,Enzyme,"['Decentralized Finance (DeFi)', 'Asset Manager', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'DeFiance Capital Portfolio']",3001189.559083711,3001189.559083711,975,BINANCE,tether,MLNUSDT,y
memecoin-2,meme,Memecoin,"['NFT', 'Binance Launchpool', 'Meme', 'Ethereum Ecosystem', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GMCI Meme Index', 'GMCI Index']",43952374794.54957,69000000000,492,BINANCE,tether,MEMEUSDT,y
memefi-2,memefi,MemeFi,"['Gaming (GameFi)', 'NFT', 'Meme', 'Play To Earn', 'Sui Ecosystem', 'Telegram Apps', 'Tap to Earn', 'Sui Meme', 'Action Games']",10000000000,10000000000,793,MEXC,tether,MEMEFIUSDT,y
meow,meow,MEOW,"['Solana Ecosystem', 'Meme', 'Cat-Themed']",89999910140.81302,89999910140.81302,356,Raydium,wrapped-solana,,
merlin-chain,merl,Merlin Chain,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Merlin Chain Ecosystem', 'Bitcoin Sidechains', 'SideChain', 'OKX Ventures Portfolio']",525000000,2100000000,691,MEXC,tether,MERLUSDT,y
meta-2,meta,META,['Solana Ecosystem'],20885.99555,20885.99555,1086,Meteora,usd-coin,METAUSDC,
metacade,mcade,Metacade,"['Gaming (GameFi)', 'Play To Earn', 'Base Ecosystem', 'Gaming Platform', 'AI Applications']",1671752101,2000000000,1176,BITGET,tether,MCADEUSDT,y
messier,m87,MESSIER,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem']",8.84846E+11,8.84846E+11,698,MEXC,tether,M87USDT,y
metadium,meta,Metadium,"['Ethereum Ecosystem', 'Decentralized Identifier (DID)']",1711208720,2000000000,785,UPBIT,,,
metahero,hero,Metahero,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Metaverse', 'Gaming Governance Token', 'Gaming Utility Token']",9366213223.195871,9766213274,1547,GATEIO,tether,HEROUSDT,y
metal,mtl,Metal DAO,"['Smart Contract Platform', 'Layer 2 (L2)', 'Made in USA']",84646958,84646958,580,BITHUMB,,,
metal-blockchain,metal,Metal Blockchain,"['Ethereum Ecosystem', 'DWF Labs Portfolio', 'Made in USA']",507639839.0528355,666666666,742,Metal X,metal-dollar,,
metaplex,mplx,Metaplex,"['Gaming (GameFi)', 'NFT', 'Solana Ecosystem', 'Animoca Brands Portfolio', 'FTX Holdings', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio']",789059801.7,1000000000,344,MEXC,tether,MPLXUSDT,y
metaq,metaq,MetaQ,['BNB Chain Ecosystem'],19082793,1000000000,1563,ProBit Global,tether,METAQUSDT,
metamui,mmui,MetaMUI,['Avalanche Ecosystem'],476258491.1,800000000,1106,MEXC,tether,MMUIUSDT,y
metaverse,metav,METAVERSE,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'AI Agents', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight']",1000000000,1000000000,1972,MEXC,tether,METAVUSDT,y
metis-token,metis,Metis,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Metis Ecosystem', 'Layer 2 (L2)', 'DWF Labs Portfolio', 'Rollup', 'GMCI Layer 2 Index', 'OKX Ventures Portfolio', 'GMCI Index']",6373034.342,10000000,448,BINANCE,tether,METISUSDT,y
metfi-2,metfi,MetFi,['BNB Chain Ecosystem'],242431949.59254605,481256171.6,724,GATEIO,tether,METFIUSDT,y
mettalex,mtlx,Mettalex,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Derivatives', 'Synthetic Issuer', 'Ethereum Ecosystem', 'Synthetic', 'DeFAI']",4062685,40000000,1621,Uniswap v2 (Ethereum),weth,,
meth-protocol,cook,mETH Protocol,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Liquid Staking Governance Tokens', 'Mantle Ecosystem', 'Restaking', 'Liquid Restaking Governance Tokens']",960000000,5000000000,1688,MEXC,tether,COOKUSDT,y
mfercoin,mfer,mfercoin,"['Meme', 'Base Ecosystem', 'Base Meme']",999998066,999998066,1585,MEXC,tether,MFERUSDT,y
michicoin,$michi,michi,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Cat-Themed', 'Pump.fun Ecosystem']",555770695,555770695,1116,Raydium,wrapped-solana,,
mileverse,mvc,MileVerse,"['Retail', 'Ethereum Ecosystem']",2692797830.546767,2881767830.546767,1528,BITHUMB,,,
milk-alliance,mlk,MiL.k,"['Retail', 'Arbitrum Ecosystem']",454725159,986245419,549,UPBIT,,,
milkyway-2,milk,MilkyWay,"['Smart Contract Platform', 'Layer 1 (L1)', 'Liquid Staking Governance Tokens', 'Osmosis Ecosystem', 'Liquid Restaking Governance Tokens', 'Liquid Staking']",51912500,1000000000,1828,MEXC,tether,MILKUSDT,y
milady-cult-coin,cult,Milady Cult Coin,"['Meme', 'Ethereum Ecosystem']",43237298932.86174,99999999999.99998,890,MEXC,tether,CULTUSDT,y
milady-meme-coin,ladys,Milady Meme Coin,"['Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",888000888000888.0,888000888000888.0,783,MEXC,tether,LADYSUSDT,y
mimatic,mimatic,MAI,"['Stablecoins', 'USD Stablecoin', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Harmony Ecosystem', 'Celo Ecosystem', 'IoTeX Ecosystem', 'Moonriver Ecosystem', 'Moonbeam Ecosystem', 'Metis Ecosystem', 'Kaia Ecosystem', 'Aurora Ecosystem', 'Milkomeda (Cardano) Ecosystem', 'Syscoin NEVM Ecosystem', 'Boba Network Ecosystem', 'Fiat-backed Stablecoin']",27563986.73,302381004.9,991,Quickswap (v3),polygon-pos-bridged-dai-polygon-pos,,
mina-protocol,mina,Mina Protocol,"['Smart Contract Platform', 'Zero Knowledge (ZK)', 'FTX Holdings', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Pantera Capital Portfolio', 'Circle Ventures Portfolio', 'Privacy Blockchain', 'Polychain Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",1229043477.840039,1229043477.840039,217,BINANCE,tether,MINAUSDT,y
minativerse,mntc,MINATIVERSE,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Metaverse']",5475000,10350000,1923,MEXC,tether,MNTCUSDT,y
mimblewimblecoin,mwc,MimbleWimbleCoin,"['Smart Contract Platform', 'Privacy', 'Proof of Work (PoW)']",10980063.11,10980067.01,190,AscendEX (BitMax),tether,MWCUSDT,
mind-network,fhe,Mind Network,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 2 (L2)', 'Binance Wallet IDO']",249000000,1000000000,1078,MEXC,tether,FHEUSDT,y
minimini,mini,mini,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Cat-Themed', 'Pump.fun Ecosystem', 'Murad Picks']",875818020.6,875818020.6,1743,GATEIO,tether,MINIUSDT,y
minima,minima,Minima,"['Smart Contract Platform', 'Layer 1 (L1)', 'DePIN']",449583333,999991392,1297,MEXC,tether,MINIMAUSDT,y
mintify,mint,Mintify,"['NFT', 'Solana Ecosystem']",1000000000,1000000000,1932,MEXC,tether,MINTUSDT,y
mintlayer,ml,Mintlayer,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Bitcoin Sidechains', 'SideChain']",192442711.9848645,400000000,1724,MEXC,tether,MLUSDT,y
minswap,min,Minswap,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Cardano Ecosystem']",1426183378,3000000000,880,MEXC,tether,MINUSDT,y
mistery,mery,Mistery,"['Meme', 'Cronos Ecosystem']",4.2069E+11,4.2069E+11,1909,VVS Finance,wrapped-cro,,
miu-2,miu,MIU,"['Meme', 'Sui Ecosystem', 'Cat-Themed', 'Sui Meme']",900000000000000.0,900000000000000.0,588,MEXC,tether,MIUUSDT,y
mixmarvel,mix,MixMarvel,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Metaverse', 'Play To Earn', 'Move To Earn', 'Ethereum Ecosystem']",9200000000,10000000000,1480,BITHUMB,,,
miracle-play,mpt,Miracle Play,"['Gaming (GameFi)', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Play To Earn', 'Arbitrum Ecosystem', 'Base Ecosystem', 'opBNB Ecosystem']",852820870.5011768,1044235747,1128,GATEIO,tether,MPTUSDT,y
mister-miggles,miggles,Mr. Miggles,"['Meme', 'Base Ecosystem', 'Cat-Themed', 'Base Meme', 'Made in USA']",958764787.5052288,958764787.5052288,887,MEXC,tether,MIGGLESUSDT,y
mobox,mbox,Mobox,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Metaverse', 'Play To Earn', 'Arbitrum Ecosystem', 'Animoca Brands Portfolio', 'RPG', 'Gaming Blockchains', 'Gaming Governance Token', 'YZi Labs (Prev. Binance Labs) Portfolio']",500322467,550322467,931,BINANCE,tether,MBOXUSDT,y
mnee-usd-stablecoin,mnee,MNEE USD Stablecoin,"['Stablecoins', 'Ethereum Ecosystem']",24073554.28329999,24073554.28329999,1061,AscendEX (BitMax),tether,MNEEUSDT,
moby-ai,moby,Moby AI,"['Solana Ecosystem', 'Meme', 'AI Meme', 'Pump.fun Ecosystem']",999973435.1,999973435.1,1659,MEXC,tether,MOBYUSDT,y
mochi-thecatcoin,mochi,Mochi,"['Meme', 'Base Ecosystem', 'Cat-Themed', 'Base Meme']",1E+12,1E+12,1430,Uniswap v3 (Base),l2-standard-bridged-weth-base,,
mocaverse,moca,Moca Network,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Animoca Brands Portfolio', 'Base Ecosystem', 'OKX Ventures Portfolio', 'Outlier Ventures Portfolio']",2672943607,8888888888,255,MEXC,tether,MOCAUSDT,y
mode,mode,Mode,"['Artificial Intelligence (AI)', 'Infrastructure', 'Smart Contract Platform', 'Layer 2 (L2)', 'Mode Ecosystem', 'Optimism Superchain Ecosystem', 'DeFAI']",2500000009,10000000000,1366,MEXC,tether,MODEUSDT,y
